machine_id,day,vibration,temperature,pressure,load,failure
9,208,1.87,58.5,4.809,0.67,0
9,209,1.917,61.34,4.935,0.836,0
9,210,1.792,59.56,4.729,0.795,0
9,211,1.856,59.08,4.754,0.893,0
9,212,2.183,60.28,4.857,0.865,0
9,213,1.633,62.4,5.06,0.953,0
9,214,1.835,61.15,4.896,0.95,0
9,215,2.238,59.3,4.764,0.84,0
9,216,1.796,60.14,4.718,0.753,0
9,217,1.669,60.82,4.891,0.912,0
9,218,2.117,59.64,4.722,0.602,0
9,219,2.166,62.85,4.802,0.862,0
9,220,2.199,58.67,4.783,0.607,0
9,221,1.971,61.85,4.827,0.995,0
9,222,2.07,61.09,4.95,0.937,0
9,223,1.834,59.62,4.869,0.891,0
9,224,1.841,62.3,4.912,0.911,0
9,225,2.216,58.98,4.81,0.7,0
9,226,1.943,62.48,4.81,0.874,0
9,227,2.275,60.9,4.769,0.803,0
9,228,2.037,60.17,4.87,0.662,0
9,229,2.265,58.5,4.876,0.679,0
9,230,1.775,61.86,4.821,0.935,0
9,231,1.862,59.98,4.587,0.905,0
9,232,1.978,59.84,4.688,0.65,0
9,233,2.089,62.68,4.645,0.974,0
9,234,1.901,62.47,4.69,0.927,0
9,235,2.151,60.79,4.528,0.75,0
9,236,2.045,60.98,4.751,0.991,0
9,237,1.751,61.7,4.753,0.994,0
9,238,2.114,61.03,4.783,0.945,0
9,239,2.128,63.35,4.853,0.923,0
9,240,1.925,61.85,4.776,0.918,0
9,241,1.913,61.48,4.654,0.787,0
9,242,2.126,60.3,4.718,0.677,0
9,243,2.292,61.07,4.849,0.738,0
9,244,1.993,62.49,4.542,0.861,0
9,245,1.938,59.97,4.863,0.665,0
9,246,2.109,61.95,4.763,0.863,0
9,247,2.151,61.33,4.875,0.886,0
9,248,2.12,63.12,4.67,0.967,0
9,249,2.016,62.62,4.724,0.912,0
9,250,2.187,61.38,4.651,0.875,0
9,251,1.935,59.3,4.702,0.61,0
9,252,1.894,60.39,4.681,0.688,0
9,253,2.261,60.81,4.767,0.745,0
9,254,2.323,60.82,4.871,0.649,0
9,255,2.145,60.5,4.812,0.75,0
9,256,2.174,62.92,4.748,0.797,0
9,257,2.388,62.13,4.744,0.981,0
9,258,2.062,60.8,4.763,0.619,0
9,259,1.912,62.97,4.575,0.936,0
9,260,2.082,60.59,4.786,0.834,0
9,261,2.199,63.86,4.685,0.968,0
9,262,2.358,61.34,4.529,0.64,0
9,263,2.239,60.96,4.721,0.667,0
9,264,2.356,59.98,4.534,0.684,0
9,265,2.116,62.16,4.59,0.949,0
9,266,2.154,63.7,4.649,0.921,0
9,267,2.115,63.47,4.563,0.683,0
9,268,2.264,61.42,4.621,0.79,0
9,269,2.33,61.25,4.717,0.803,0
9,270,2.26,61.32,4.533,0.844,0
9,271,2.248,60.56,4.731,0.615,0
9,272,2.256,61.77,4.585,0.633,0
9,273,2.143,62.75,4.515,0.981,0
9,274,2.106,61.7,4.943,0.759,0
9,275,2.05,62.12,4.691,0.635,0
9,276,2.239,61.47,4.79,0.825,0
9,277,2.249,60.0,4.677,0.633,0
9,278,2.382,60.8,4.747,0.841,0
9,279,2.142,63.52,4.649,0.821,0
9,280,2.111,61.44,4.663,0.711,0
9,281,2.241,62.99,4.617,0.918,0
9,282,2.119,63.14,4.675,0.818,0
9,283,2.299,61.19,4.661,0.785,0
9,284,2.264,59.27,4.764,0.835,0
9,285,2.383,63.04,4.427,0.941,0
9,286,2.161,60.44,4.605,0.924,0
9,287,2.214,61.38,4.847,0.75,0
9,288,2.193,62.96,4.574,0.963,0
9,289,2.22,60.88,4.724,0.692,0
9,290,2.28,60.52,4.644,0.68,0
9,291,2.088,60.52,4.668,0.616,0
9,292,2.306,63.04,4.562,0.818,0
9,293,2.583,64.81,4.841,0.998,0
9,294,2.541,61.54,4.687,0.791,0
9,295,2.311,62.48,4.614,0.682,0
9,296,2.562,61.25,4.657,0.947,0
9,297,2.36,62.41,4.595,0.849,0
9,298,2.383,62.81,4.419,0.694,0
9,299,2.312,61.5,4.552,0.977,0
9,300,2.57,65.05,4.672,0.87,0
9,301,2.474,64.41,4.636,0.938,0
9,302,2.387,61.03,4.743,0.663,0
9,303,2.588,63.02,4.629,0.613,0
9,304,2.366,61.78,4.497,0.678,0
9,305,2.771,62.22,4.388,0.712,0
9,306,2.643,64.18,4.607,0.956,0
9,307,2.308,63.23,4.678,0.841,0
9,308,2.704,62.1,4.549,0.966,0
9,309,2.698,61.38,4.602,0.625,0
9,310,2.5,64.12,4.533,0.801,0
9,311,2.546,63.57,4.542,0.923,0
9,312,2.589,64.24,4.494,0.818,0
9,313,2.526,61.99,4.548,0.72,0
9,314,2.379,62.87,4.504,0.993,0
9,315,2.578,62.22,4.453,0.814,0
9,316,2.839,62.54,4.639,0.655,0
9,317,2.667,61.2,4.491,0.73,0
9,318,2.68,62.88,4.44,0.805,1
9,319,1.891,58.89,5.045,0.681,0
9,320,1.882,57.09,4.769,0.703,0
9,321,1.789,61.05,4.888,0.882,0
9,322,1.811,61.16,4.81,0.979,0
9,323,1.884,60.46,4.684,0.685,0
9,324,1.9,61.22,4.709,0.864,0
9,325,2.008,60.7,4.899,0.774,0
9,326,2.014,60.12,4.817,0.866,0
9,327,1.979,59.52,5.003,0.668,0
9,328,1.766,62.93,4.944,0.899,0
9,329,1.901,60.57,4.672,0.876,0
9,330,1.903,60.99,4.762,0.85,0
9,331,1.79,62.06,4.792,0.912,0
9,332,2.061,61.56,4.802,0.848,0
9,333,1.892,59.95,4.777,0.807,0
9,334,2.01,60.34,4.767,0.862,0
9,335,1.849,61.8,4.763,0.753,0
9,336,2.003,60.53,4.867,0.733,0
9,337,1.873,58.08,4.815,0.649,0
9,338,1.807,60.33,4.725,0.653,0
9,339,1.756,60.79,4.834,0.711,0
9,340,2.236,58.69,4.911,0.662,0
9,341,1.957,59.21,4.663,0.763,0
9,342,1.792,57.74,4.92,0.76,0
9,343,1.959,61.33,4.7,0.888,0
9,344,1.938,59.95,4.779,0.817,0
9,345,2.073,58.09,4.643,0.742,0
9,346,1.934,61.3,4.822,0.82,0
9,347,2.116,58.82,4.719,0.864,0
9,348,1.78,60.04,4.963,0.641,0
9,349,1.925,61.66,4.891,0.944,0
9,350,2.092,62.21,4.757,0.99,0
9,351,1.877,62.13,4.742,0.995,0
9,352,1.876,60.41,4.853,0.812,0
9,353,1.943,60.41,4.606,0.832,0
9,354,2.016,63.84,4.881,0.837,0
9,355,1.876,62.01,4.476,0.832,0
9,356,1.897,60.84,4.826,0.868,0
9,357,2.09,61.76,4.8,0.892,0
9,358,1.929,61.59,4.689,0.885,0
9,359,1.984,60.06,4.781,0.807,0
9,360,2.014,61.75,4.77,0.927,0
9,361,2.088,63.31,4.761,0.946,0
9,362,2.175,62.95,4.552,0.968,0
9,363,2.057,61.88,4.785,0.734,0
9,364,1.921,61.22,4.967,0.736,0
10,0,2.013,54.53,4.846,0.712,0
10,1,1.918,56.75,4.869,0.996,0
10,2,1.809,58.27,4.922,0.941,0
10,3,2.041,57.32,4.915,0.737,0
10,4,1.93,56.25,4.884,0.902,0
10,5,2.199,55.99,4.993,0.646,0
10,6,2.193,55.4,4.95,0.781,0
10,7,1.969,55.19,5.178,0.642,0
10,8,1.973,55.78,5.056,0.825,0
10,9,1.79,56.87,4.964,0.845,0
10,10,2.215,58.12,4.624,0.714,0
10,11,2.245,56.7,4.751,0.685,0
10,12,2.117,57.04,4.814,0.857,0
10,13,2.119,57.15,4.852,0.94,0
10,14,2.056,57.04,5.01,0.793,0
10,15,1.773,56.87,4.931,0.605,0
10,16,1.968,56.19,4.94,0.983,0
10,17,2.152,51.85,4.912,0.701,0
10,18,2.375,57.0,5.118,0.787,0
10,19,1.863,56.45,4.853,0.854,0
10,20,2.316,55.96,4.894,0.654,0
10,21,2.191,55.91,4.983,0.66,0
10,22,1.949,59.38,4.87,0.966,0
10,23,4.068,55.52,4.843,0.631,0
10,24,2.333,57.56,5.051,0.862,0
10,25,2.105,58.45,4.806,0.792,0
10,26,2.056,56.6,4.984,0.661,0
10,27,1.95,55.38,4.803,0.666,0
10,28,3.884,59.75,4.789,0.975,0
10,29,2.228,57.54,4.956,0.883,0
10,30,1.908,57.39,4.887,0.849,0
10,31,2.195,56.73,4.825,0.683,0
10,32,2.011,56.47,4.876,0.813,0
10,33,2.352,59.05,4.854,0.931,0
10,34,1.854,56.5,4.888,0.68,0
10,35,2.063,58.7,4.771,0.784,0
10,36,2.197,57.8,5.011,0.961,0
10,37,1.909,57.04,4.965,0.76,0
10,38,2.063,57.23,4.954,0.703,0
10,39,2.208,59.12,4.669,0.95,0
10,40,1.972,56.07,4.791,0.624,0
10,41,1.991,56.73,4.798,0.67,0
10,42,1.983,58.35,4.998,0.795,0
10,43,2.393,58.3,5.039,0.877,0
10,44,1.897,55.87,4.946,0.608,0
10,45,2.129,55.47,4.879,0.69,0
10,46,1.91,57.43,4.865,0.944,0
10,47,2.135,54.81,4.935,0.609,0
10,48,2.059,56.7,4.843,0.641,0
10,49,2.273,58.58,4.808,0.959,0
10,50,2.025,59.09,4.848,0.827,0
10,51,2.049,59.12,4.78,0.798,0
10,52,2.229,60.01,4.605,0.956,0
10,53,2.249,60.61,4.818,0.988,0
10,54,2.248,58.36,4.798,0.816,0
10,55,2.268,58.31,4.745,0.984,0
10,56,2.262,58.38,4.712,0.977,0
10,57,2.43,57.68,4.783,0.843,0
10,58,2.186,57.5,4.703,0.64,0
10,59,2.361,59.71,4.704,0.907,0
10,60,4.389,59.87,4.797,0.952,0
10,61,2.013,58.44,4.746,0.808,0
10,62,2.118,58.77,4.633,0.891,0
10,63,2.089,57.99,4.816,0.759,0
10,64,2.182,59.96,4.736,0.968,0
10,65,2.439,59.54,4.777,0.951,0
10,66,1.982,58.54,4.703,0.975,0
10,67,2.415,59.37,4.857,0.916,0
10,68,2.2,57.99,4.717,0.84,0
10,69,2.264,57.1,4.77,0.623,0
10,70,2.542,59.24,4.812,0.814,0
10,71,2.011,57.35,4.711,0.866,0
10,72,2.402,61.39,4.744,0.827,0
10,73,2.541,58.46,4.839,0.879,0
10,74,2.275,57.5,4.777,0.601,0
10,75,2.457,58.07,4.768,0.849,0
10,76,2.126,58.7,4.827,0.606,0
10,77,2.221,58.7,4.884,0.798,0
10,78,2.351,58.07,4.493,0.712,0
10,79,2.56,58.15,4.791,0.904,0
10,80,2.684,59.16,4.633,0.802,0
10,81,2.608,58.36,4.742,0.735,0
10,82,2.512,60.03,4.706,0.949,0
10,83,2.638,59.57,4.583,0.946,0
10,84,2.292,60.12,4.914,0.878,0
10,85,2.662,58.97,4.692,0.866,0
10,86,2.446,59.73,4.715,0.634,0
10,87,2.628,58.27,4.68,0.694,0
10,88,2.385,58.84,4.766,0.731,0
10,89,2.754,58.74,4.563,0.827,0
10,90,2.672,57.27,4.655,0.602,0
10,91,2.304,59.93,4.609,0.643,0
10,92,2.633,60.51,4.755,0.833,0
10,93,2.597,61.55,4.722,0.938,0
10,94,2.291,60.89,4.671,0.906,0
10,95,2.595,58.67,4.748,0.767,0
10,96,2.738,60.33,4.646,0.9,0
10,97,2.404,60.0,4.522,0.786,0
10,98,2.475,61.08,4.724,0.753,0
10,99,2.725,59.66,4.677,0.865,0
10,100,2.783,58.95,4.712,0.652,0
10,101,2.908,58.64,4.723,0.603,0
10,102,3.096,60.9,4.8,0.785,0
10,103,2.819,59.21,4.547,0.833,0
10,104,3.073,58.0,4.386,0.727,0
10,105,2.523,60.44,4.57,0.716,0
10,106,3.127,59.93,4.674,0.804,0
10,107,2.639,59.8,4.512,0.813,0
10,108,2.74,58.97,4.696,0.706,0
10,109,2.863,60.33,4.473,0.82,0
10,110,2.884,63.04,4.547,0.942,0
10,111,2.902,60.03,4.581,0.657,0
10,112,3.099,59.53,4.7,0.618,0
10,113,2.699,59.07,4.634,0.739,0
10,114,2.752,59.79,4.667,0.647,0
10,115,2.934,61.78,4.62,0.752,0
10,116,3.26,62.41,4.585,0.857,0
10,117,2.986,62.85,4.484,0.941,0
10,118,2.904,61.59,4.524,0.954,0
10,119,3.017,61.63,4.684,0.8,0
10,120,3.011,59.39,4.493,0.863,0
10,121,2.923,60.56,4.561,0.781,0
10,122,2.717,58.92,4.576,0.674,0
10,123,3.116,60.09,4.568,0.643,0
10,124,3.011,61.38,4.559,0.975,0
10,125,2.783,60.75,4.532,0.664,0
10,126,3.23,61.42,4.49,0.972,0
10,127,3.104,62.66,4.379,0.947,0
10,128,3.128,61.81,4.5,0.932,0
10,129,3.395,60.98,4.306,0.766,0
10,130,2.92,59.41,4.423,0.797,0
10,131,3.117,62.44,4.593,0.892,0
10,132,3.439,61.74,4.6,0.886,0
10,133,3.097,62.44,4.52,0.897,0
10,134,3.31,60.3,4.468,0.602,0
10,135,3.119,60.87,4.77,0.956,0
10,136,4.859,60.07,4.58,0.66,0
10,137,3.301,61.34,4.496,0.652,0
10,138,3.071,59.91,4.541,0.72,0
10,139,3.459,62.41,4.435,0.9,0
10,140,3.39,60.24,4.669,0.613,0
10,141,3.671,62.37,4.558,0.868,0
10,142,3.299,61.68,4.49,0.856,0
10,143,3.88,61.66,4.381,0.911,0
10,144,3.378,64.02,4.572,0.794,0
10,145,3.524,59.08,4.591,0.684,0
10,146,3.245,62.46,4.35,0.887,0
10,147,3.121,64.28,4.191,0.877,0
10,148,3.571,61.97,4.299,0.63,0
10,149,3.442,62.87,4.329,0.991,0
10,150,3.44,62.96,4.392,0.622,0
10,151,3.377,62.07,4.435,0.683,0
10,152,3.656,62.2,4.415,0.661,0
10,153,3.601,61.84,4.194,0.834,0
10,154,3.668,64.48,4.379,0.978,0
10,155,3.739,64.15,4.474,0.877,0
10,156,3.57,64.97,4.248,0.984,0
10,157,3.718,64.32,4.296,0.773,0
10,158,3.802,63.6,4.281,0.955,0
10,159,4.006,63.11,4.235,0.745,0
10,160,3.831,62.57,4.192,0.713,0
10,161,3.826,62.68,4.455,0.707,0
10,162,3.888,63.61,4.364,0.92,0
10,163,3.866,63.59,4.278,0.649,0
10,164,3.858,62.33,4.242,0.638,0
10,165,3.635,64.02,4.147,0.865,0
10,166,3.966,66.9,4.286,0.779,0
10,167,3.913,64.67,4.286,0.82,0
10,168,4.045,65.63,4.356,0.902,0
10,169,4.05,63.95,4.24,0.626,0
10,170,4.162,65.56,4.141,0.867,0
10,171,4.178,63.09,4.178,0.611,0
10,172,4.231,64.17,4.119,0.694,0
10,173,4.348,66.01,3.969,0.813,0
10,174,4.342,66.38,4.256,0.92,0
10,175,4.461,64.82,4.183,0.814,0
10,176,4.195,64.46,4.206,0.789,0
10,177,4.56,66.0,4.294,0.737,0
10,178,4.286,65.51,4.146,0.709,0
10,179,4.637,64.63,4.201,0.934,0
10,180,4.343,66.89,4.399,0.801,0
10,181,4.438,65.53,4.098,0.973,1
10,182,1.96,58.37,5.03,0.933,0
10,183,2.087,55.66,5.081,0.656,0
10,184,1.989,56.02,4.957,0.665,0
10,185,1.95,55.51,4.914,0.664,0
10,186,1.86,54.37,5.09,0.605,0
10,187,1.915,54.68,4.824,0.683,0
10,188,1.922,56.23,4.919,0.878,0
10,189,2.042,54.85,5.052,0.811,0
10,190,2.056,55.52,4.741,0.889,0
10,191,1.94,54.61,4.855,0.736,0
10,192,1.647,58.09,4.855,0.83,0
10,193,1.623,55.28,4.902,0.872,0
10,194,2.136,57.68,4.933,0.974,0
10,195,1.854,55.29,4.938,0.716,0
10,196,1.974,55.7,4.949,0.803,0
10,197,2.058,55.83,4.921,0.636,0
10,198,1.737,54.21,4.988,0.788,0
10,199,2.238,58.34,4.884,0.957,0
10,200,2.094,56.07,4.853,0.778,0
10,201,1.763,56.83,4.937,0.62,0
10,202,2.228,56.73,4.874,0.791,0
10,203,1.878,54.29,4.96,0.728,0
10,204,2.096,55.26,4.75,0.656,0
10,205,1.954,55.31,4.892,0.864,0
10,206,1.808,56.44,4.944,0.693,0
10,207,2.129,57.3,4.952,0.709,0
10,208,1.942,54.92,5.049,0.605,0
10,209,2.289,57.14,5.007,0.86,0
10,210,2.13,55.89,4.835,0.74,0
10,211,2.017,53.45,4.944,0.779,0
10,212,1.68,55.72,4.952,0.793,0
10,213,2.052,53.86,4.882,0.734,0
10,214,1.852,55.82,4.954,0.64,0
10,215,2.165,53.93,5.119,0.671,0
10,216,1.953,59.14,4.972,0.937,0
10,217,4.554,57.0,4.919,0.706,0
10,218,2.153,55.09,5.009,0.634,0
10,219,2.122,55.79,4.938,0.615,0
10,220,2.04,58.5,4.987,0.916,0
10,221,2.187,57.44,4.923,0.953,0
10,222,2.13,53.88,4.912,0.623,0
10,223,1.933,59.37,4.89,0.965,0
10,224,2.236,55.59,4.944,0.635,0
10,225,2.066,58.01,4.715,0.985,0
10,226,2.003,57.27,5.096,0.831,0
10,227,1.973,56.56,4.957,0.783,0
10,228,1.871,58.03,4.957,0.975,0
10,229,2.149,57.25,4.92,0.947,0
10,230,2.551,55.81,4.942,0.689,0
10,231,1.875,58.2,5.133,0.968,0
10,232,1.759,55.85,4.897,0.869,0
10,233,2.109,59.43,5.021,0.959,0
10,234,2.124,59.36,4.743,0.977,0
10,235,2.3,55.98,4.724,0.843,0
10,236,2.143,57.88,4.911,0.911,0
10,237,2.103,56.39,4.673,0.924,0
10,238,1.995,56.41,4.775,0.971,0
10,239,2.26,58.64,4.976,0.745,0
10,240,2.259,57.36,4.844,0.881,0
10,241,2.184,57.27,4.771,0.754,0
10,242,2.242,57.37,4.749,0.914,0
10,243,2.27,56.54,4.81,0.64,0
10,244,2.324,57.1,4.892,0.707,0
10,245,2.578,59.49,4.744,0.869,0
10,246,2.394,58.78,4.509,0.975,0
10,247,2.255,57.76,4.856,0.869,0
10,248,2.234,57.67,4.816,0.683,0
10,249,2.534,59.33,4.692,0.674,0
10,250,2.345,58.37,4.616,0.659,0
10,251,2.28,57.66,4.818,0.776,0
10,252,2.201,59.55,4.755,0.713,0
10,253,2.275,58.3,4.727,0.837,0
10,254,2.417,58.66,4.78,0.622,0
10,255,2.149,56.51,4.616,0.653,0
10,256,2.258,58.0,4.678,0.603,0
10,257,2.47,57.9,4.751,0.664,0
10,258,2.428,59.38,4.899,0.875,0
10,259,2.4,60.09,4.784,0.99,0
10,260,2.586,59.48,4.518,0.854,0
10,261,2.858,60.78,4.721,0.934,0
10,262,2.59,58.2,4.59,0.927,0
10,263,2.527,59.85,4.74,0.967,0
10,264,2.906,60.33,4.74,0.917,0
10,265,2.699,61.35,4.631,0.977,0
10,266,2.615,59.32,4.669,0.912,0
10,267,2.767,59.82,4.723,0.97,0
10,268,2.466,59.08,4.729,0.75,0
10,269,2.456,60.86,4.643,0.739,0
10,270,2.78,60.72,4.5,0.637,0
10,271,2.631,60.63,4.52,0.601,0
10,272,2.776,58.27,4.593,0.664,0
10,273,2.764,60.98,4.762,0.964,0
10,274,3.093,62.68,4.392,0.951,0
10,275,2.782,61.19,4.457,0.643,0
10,276,3.171,61.92,4.487,0.865,0
10,277,3.024,60.28,4.598,0.644,0
10,278,3.009,62.28,4.465,0.956,0
10,279,2.846,61.55,4.621,0.918,0
10,280,3.099,59.44,4.429,0.666,0
10,281,3.081,60.72,4.432,0.935,0
10,282,2.965,59.68,4.362,0.65,0
10,283,3.222,62.04,4.431,0.627,0
10,284,3.291,62.43,4.402,0.928,0
10,285,3.253,64.12,4.37,0.926,0
10,286,3.158,61.06,4.617,0.633,0
10,287,3.442,60.2,4.441,0.718,0
10,288,3.073,62.77,4.357,0.982,0
10,289,3.201,63.76,4.384,0.976,0
10,290,3.061,63.03,4.337,0.716,0
10,291,3.379,61.43,4.331,0.631,0
10,292,3.432,60.94,4.261,0.64,0
10,293,4.906,62.25,4.29,0.921,0
10,294,3.132,62.05,4.632,0.701,0
10,295,3.236,62.97,4.39,0.788,0
10,296,3.544,65.51,4.42,0.935,0
10,297,3.402,62.33,4.455,0.7,0
10,298,3.563,64.53,4.308,0.97,0
10,299,3.51,62.72,4.422,0.741,0
10,300,3.78,63.65,4.423,0.963,0
10,301,3.689,65.11,4.129,0.925,0
10,302,3.915,64.06,4.411,0.673,0
10,303,3.687,63.17,4.319,0.903,0
10,304,3.763,62.54,4.544,0.617,0
10,305,3.829,64.53,4.367,0.778,0
10,306,3.791,64.71,4.4,0.781,0
10,307,3.79,63.64,4.205,0.641,0
10,308,3.782,67.21,4.145,0.931,0
10,309,3.857,65.29,4.355,0.746,0
10,310,3.994,64.81,4.104,0.677,0
10,311,4.238,62.86,4.422,0.786,0
10,312,4.165,63.38,4.401,0.699,0
10,313,4.218,64.67,4.144,0.747,0
10,314,4.15,64.86,4.218,0.686,0
10,315,4.213,66.23,4.211,0.74,0
10,316,4.142,65.7,4.251,0.715,0
10,317,4.511,66.52,4.111,0.783,0
10,318,4.341,64.61,4.315,0.767,0
10,319,4.608,65.43,4.2,0.895,0
10,320,4.426,65.65,4.095,0.705,0
10,321,4.317,63.81,4.056,0.666,1
10,322,1.649,58.29,5.132,0.989,0
10,323,1.764,55.09,4.813,0.883,0
10,324,1.992,53.79,5.031,0.635,0
10,325,1.97,56.38,5.158,0.869,0
10,326,1.89,52.99,4.88,0.674,0
10,327,1.968,55.3,5.081,0.606,0
10,328,2.033,54.74,5.06,0.721,0
10,329,1.832,58.03,4.853,0.856,0
10,330,2.116,56.43,4.81,0.729,0
10,331,2.088,56.63,5.048,0.937,0
10,332,2.274,53.63,4.914,0.666,0
10,333,1.965,55.93,5.038,0.742,0
10,334,1.935,56.97,4.974,0.978,0
10,335,1.914,57.29,4.871,0.977,0
10,336,2.023,57.07,4.937,0.855,0
10,337,2.031,56.03,4.972,0.665,0
10,338,1.752,57.66,4.809,0.936,0
10,339,1.999,54.26,4.796,0.62,0
10,340,2.209,54.78,5.07,0.896,0
10,341,1.813,56.54,5.025,0.895,0
10,342,2.051,55.78,4.964,0.813,0
10,343,1.657,56.0,5.043,0.669,0
10,344,1.91,56.96,5.148,0.779,0
10,345,2.074,54.49,4.994,0.818,0
10,346,2.039,55.88,4.934,0.806,0
10,347,1.837,55.4,4.874,0.75,0
10,348,1.796,56.56,4.859,0.829,0
10,349,2.092,56.15,4.975,0.759,0
10,350,2.037,53.28,4.92,0.825,0
10,351,1.716,55.77,5.144,0.663,0
10,352,2.065,55.51,5.031,0.784,0
10,353,3.526,57.19,5.099,0.994,0
10,354,2.013,56.8,4.864,0.901,0
10,355,2.132,54.74,5.195,0.785,0
10,356,1.849,55.16,4.835,0.726,0
10,357,2.076,55.69,4.873,0.633,0
10,358,1.935,56.43,4.841,0.846,0
10,359,2.111,54.25,4.783,0.617,0
10,360,2.113,55.03,4.869,0.66,0
10,361,1.747,55.68,4.973,0.856,0
10,362,2.202,56.51,4.934,0.935,0
10,363,2.045,56.79,5.088,0.999,0
10,364,2.186,58.1,5.04,0.927,0
11,0,2.159,59.32,4.757,0.975,0
11,1,2.07,57.41,4.701,0.611,0
11,2,2.269,58.22,4.656,0.704,0
11,3,2.041,58.56,4.816,0.812,0
11,4,2.4,59.08,4.705,0.794,0
11,5,2.345,58.74,4.773,0.927,0
11,6,2.333,58.43,4.815,0.791,0
11,7,2.459,59.49,4.956,0.907,0
11,8,2.296,59.39,4.865,0.653,0
11,9,2.145,59.29,4.894,0.745,0
11,10,5.086,57.5,4.789,0.847,0
11,11,2.371,60.5,4.886,0.97,0
11,12,2.085,59.34,4.751,0.872,0
11,13,2.118,58.52,4.88,0.705,0
11,14,2.292,58.88,4.839,0.635,0
11,15,2.303,58.69,4.827,0.767,0
11,16,2.189,57.87,4.793,0.825,0
11,17,2.319,60.25,4.766,0.991,0
11,18,2.373,59.8,4.77,0.877,0
11,19,2.335,59.23,4.691,0.726,0
11,20,2.452,60.53,4.728,0.902,0
11,21,2.21,60.31,4.79,0.86,0
11,22,2.513,59.01,4.811,0.804,0
11,23,2.313,59.0,4.667,0.868,0
11,24,2.438,59.39,4.899,0.679,0
11,25,2.434,60.36,4.751,0.891,0
11,26,2.478,60.67,4.706,0.715,0
11,27,2.361,60.54,4.625,0.903,0
11,28,2.394,58.44,4.7,0.654,0
11,29,2.353,62.17,4.685,0.875,0
11,30,2.529,58.42,4.67,0.607,0
11,31,2.738,59.96,4.665,0.674,0
11,32,2.223,60.54,4.566,0.795,0
11,33,2.532,57.6,4.67,0.676,0
11,34,2.626,59.76,4.587,0.778,0
11,35,2.39,59.95,4.683,0.657,0
11,36,2.588,60.68,4.747,0.877,0
11,37,2.696,61.06,4.732,0.958,0
11,38,2.816,60.53,4.549,0.966,0
11,39,2.588,59.68,4.575,0.709,0
11,40,2.494,58.31,4.694,0.652,0
11,41,2.464,59.99,4.74,0.851,0
11,42,2.504,62.62,4.626,0.956,0
11,43,2.742,62.89,4.554,0.915,0
11,44,2.872,59.66,4.746,0.782,0
11,45,2.861,60.11,4.436,0.631,0
11,46,2.71,61.14,4.361,0.914,0
11,47,2.612,62.08,4.497,0.885,0
11,48,2.752,60.89,4.661,0.779,0
11,49,2.824,62.6,4.608,0.762,0
11,50,2.682,59.44,4.733,0.784,0
11,51,2.899,60.93,4.339,0.704,0
11,52,2.914,62.33,4.528,0.918,0
11,53,3.219,59.93,4.621,0.628,0
11,54,3.188,63.52,4.331,0.844,0
11,55,3.155,61.88,4.623,0.643,0
11,56,3.176,61.6,4.318,0.799,0
11,57,3.206,61.75,4.492,0.715,0
11,58,3.287,62.64,4.443,0.741,0
11,59,3.06,61.51,4.499,0.616,0
11,60,3.116,62.42,4.441,0.859,0
11,61,3.172,63.53,4.428,0.927,0
11,62,3.432,62.99,4.398,0.929,0
11,63,3.272,64.02,4.336,0.622,0
11,64,3.462,62.89,4.387,0.969,0
11,65,3.665,62.7,4.553,0.829,0
11,66,3.176,62.91,4.295,0.758,0
11,67,3.25,62.36,4.502,0.699,0
11,68,3.39,63.11,4.438,0.639,0
11,69,3.483,62.8,4.297,0.79,0
11,70,3.394,64.63,4.368,0.982,0
11,71,3.491,62.91,4.342,0.642,0
11,72,3.712,65.08,4.351,0.766,0
11,73,3.705,63.21,4.334,0.802,0
11,74,3.828,63.42,4.31,0.834,0
11,75,3.778,65.85,4.331,0.873,0
11,76,3.803,65.75,4.215,0.665,0
11,77,3.819,64.63,4.246,0.907,0
11,78,4.222,66.79,4.34,0.996,0
11,79,4.173,64.78,4.127,0.839,0
11,80,4.109,67.22,4.31,0.838,0
11,81,4.0,64.78,4.409,0.774,0
11,82,4.448,62.76,4.097,0.693,0
11,83,4.239,68.62,4.227,0.752,0
11,84,4.316,65.44,4.152,0.717,0
11,85,4.52,67.83,4.13,0.763,0
11,86,4.383,65.47,4.055,0.725,0
11,87,4.603,68.21,4.042,0.885,1
11,88,1.977,55.74,4.722,0.699,0
11,89,2.093,57.91,4.927,0.93,0
11,90,2.235,56.68,4.997,0.841,0
11,91,1.949,56.29,5.084,0.691,0
11,92,1.913,56.05,4.855,0.795,0
11,93,1.651,57.38,4.872,0.85,0
11,94,2.106,56.12,4.923,0.833,0
11,95,1.858,56.28,5.065,0.743,0
11,96,1.967,57.34,4.991,0.737,0
11,97,1.958,57.3,4.991,0.781,0
11,98,1.675,58.04,4.856,0.785,0
11,99,1.996,57.08,4.935,0.729,0
11,100,2.016,56.77,4.866,0.829,0
11,101,2.109,56.76,4.906,0.888,0
11,102,2.279,55.43,4.843,0.714,0
11,103,2.238,57.47,5.054,0.643,0
11,104,1.983,56.76,4.837,0.889,0
11,105,2.093,57.45,4.908,0.946,0
11,106,2.14,55.22,4.92,0.649,0
11,107,2.332,57.62,4.877,0.984,0
11,108,1.867,56.5,4.863,0.731,0
11,109,2.038,55.79,4.914,0.61,0
11,110,2.064,55.98,5.037,0.754,0
11,111,1.854,56.08,4.914,0.66,0
11,112,2.064,58.17,5.065,0.991,0
